"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","GEMEINDE_QID","GEMEINDE_GeoNames","GEMEINDE_TGN","GEMEINDE_IDAI","GEMEINDE_OSM_Relation","GEMEINDE_matchLabel","GEMEINDE_matchScore","GEMEINDE_matchReason","kreis","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","bundesland","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","land","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"BLDAM / M. Ismail-Weber 2018","Q897952","14954","433","Teschendorf - 5","Teschendorf","Q21039506","","","","","Teschendorf","1.0","Transitive P131+ exact match | 'Teschendorf' -> 'Teschendorf'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","356","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.17","52.86","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","33359","498","Zehdenick - 33","Zehdenick","Q184481","6550625","1038049","","1316017","Zehdenick","1.0","Exact match via rdfs:label [global index] | 'Zehdenick' -> 'Zehdenick'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","357","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.36","53.02","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","14655","41","Birkenwerder - 14","Birkenwerder","Q587077","6547617","","","1310088","Birkenwerder","1.0","Exact match via rdfs:label [global index] | 'Birkenwerder' -> 'Birkenwerder'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","358","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.25","52.69","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","14648","42","Birkenwerder - 7","Birkenwerder","Q587077","6547617","","","1310088","Birkenwerder","1.0","Exact match via rdfs:label [global index] | 'Birkenwerder' -> 'Birkenwerder'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","359","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.27","52.69","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","7568","87","Burgwall - 1","Burgwall","Q1016140","","","","","Burgwall","1.0","Transitive P131+ exact match | 'Burgwall' -> 'Burgwall'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","360","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.31","53.05","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","28695","22","Badingen - 7","Badingen","Q799036","","","","","Badingen","1.0","Transitive P131+ exact match | 'Badingen' -> 'Badingen'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","361","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.25","53.01","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","14698","142","Germendorf - 3","Germendorf","Q1514257","2921042","","","","Germendorf","1.0","Transitive P131+ exact match | 'Germendorf' -> 'Germendorf'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","362","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.19","52.75","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","33363","208","Kappe - 8","Kappe","Q25158548","","","","","Kappe","1.0","Transitive P131+ exact match | 'Kappe' -> 'Kappe'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","363","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.42","52.95","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","7670","243","Krewelin - 13","Krewelin","Q87325014","","","","","Krewelin","1.0","Transitive P131+ exact match | 'Krewelin' -> 'Krewelin'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","364","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.38","52.94","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","57790","315","Oranienburg - 42","Oranienburg","Q14808","6550623","1037432","2282604","1310102","Oranienburg","1.0","Exact match via rdfs:label [global index] | 'Oranienburg' -> 'Oranienburg'","Oberhavel","Q6119","3249084","7076940","","62488","Oberhavel","1.0","Exact match via skos:altLabel [global index] | 'Oberhavel' -> 'Oberhavel'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","365","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.25","52.75","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","38850","256","Leipe - 1","Leipe","Q144915","2879157","","","3928725","Leipe","1.0","Transitive P131+ exact match | 'Leipe' -> 'Leipe'","Oberspreewald-Lausitz","Q6156","3249085","7076939","","62571","Oberspreewald-Lausitz","1.0","Exact match via skos:altLabel [global index] | 'Oberspreewald-Lausitz' -> 'Oberspreewald-Lausitz'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","366","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.04","51.86","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","3406","268","Lübbenau - 5","Lübbenau","Q147895","2875623","1037144","","1322898","Lübbenau","1.0","Exact match via skos:altLabel [global index] | 'Lübbenau' -> 'Lübbenau'","Oberspreewald-Lausitz","Q6156","3249085","7076939","","62571","Oberspreewald-Lausitz","1.0","Exact match via skos:altLabel [global index] | 'Oberspreewald-Lausitz' -> 'Oberspreewald-Lausitz'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","367","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.97","51.87","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","1342","373","Rieplos - 3","Rieplos","Q2152289","","7113468","","85967","Rieplos","1.0","Transitive P131+ exact match | 'Rieplos' -> 'Rieplos'","Oder-Spree","Q6178","3249086","7076938","","62628","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","368","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.9","52.31","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","6606","131","Fürstenwalde - 5","Fürstenwalde","Q16064","6550634","1036677","","1384842","Fürstenwalde","1.0","Exact match via rdfs:label [global index] | 'Fürstenwalde' -> 'Fürstenwalde'","Oder-Spree","Q6178","3249086","7076938","","62628","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","369","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.05","52.36","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","6614","133","Fürstenwalde-Süd - 5","Fürstenwalde-Süd","Q16064","","","","","Fürstenwalde-Süd","1.0","Direct override | 'Fürstenwalde-Süd' -> QID=Q16064 | [override -> QID=Q16064]","Oder-Spree","Q6178","3249086","7076938","","62628","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","370","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.09","52.33","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","27512","431","Tempelberg - 17","Tempelberg","Q2402703","","","","3335432","Tempelberg","1.0","Transitive P131+ exact match | 'Tempelberg' -> 'Tempelberg'","Oder-Spree","Q6178","3249086","7076938","","62628","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","371","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.14","52.45","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
